catalogNumber,dc:modified,basisOfRecord,institutionCode,collectionCode,associatedMedia,fieldNotes,scientificName,vernacularName,ScrapedName,AnnotatorName,VerbatimDate,identifiedBy,dateIdentified,associatedReferences,dataGeneralizations,identificationRemarks,occurenceRemarks,country,countryCode,stateProvince,county,locality,verbatimLocality,AnnotatorLocality,ScrapeGoatField,"decimal latitude","decimal longitude",geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferencedDate,Kingdom,Phylum,Class,Order,Family,Genus,Species,EventDate,Day,Month,Year
JHFN1-9-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/9?oldid=3614101",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Brewerâs blackbirds","Euphagus cyanocephalus","Aug. 2","Junius Henderson",1905-08-02,,,,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,western,"Sialia mexicana","Aug. 3","Junius Henderson",1905-08-03,,,,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"chestnut backed","Sialia mexicana bairdi","Aug. 3","Junius Henderson",1905-08-03,,,,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-C,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"mountain bluebirds","Sialia currucoides","Aug. 3","Junius Henderson",1905-08-03,,,,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-D,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Marsh Hawk","Circus cyaneus","Aug. 3","Junius Henderson",1905-08-03,,,,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-E,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Say Phoebe","Sayornis saya","Aug. 3","Junius Henderson",1905-08-03,,,,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-F,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Sv. g. swallow"," Tachycineta thalassina","Aug. 3","Junius Henderson",1905-08-03,,,,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-G,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"long crested jay"," Cyanocitta stelleri","Aug. 3","Junius Henderson",1905-08-03,,,,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-H,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,caddis," Trichoptera","Aug. 3","Junius Henderson",1905-08-03,,,,,"United States of America",US,Colorado,,,"Lake George","Lake George, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-I,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Limnaea," Lymnaea","Aug. 3","Junius Henderson",1905-08-03,,,,,"United States of America",US,Colorado,,,"Lake George","Lake George, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-J,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Physa," Physa","Aug. 3","Junius Henderson",1905-08-03,,,,,"United States of America",US,Colorado,,,"Twin Creek","Twin Creek, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-K,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"P. integra",Physella_acuta,"Aug. 3","Junius Henderson",1905-08-03,,,,,"United States of America",US,Colorado,,,"Twin Creek","Twin Creek, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-L,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Limnaea," Lymnaea","Aug. 3","Junius Henderson",1905-08-03,,,,,"United States of America",US,Colorado,,,"Twin Creek","Twin Creek, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-12-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/12?oldid=3575107",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Limnaea,Limnaea,"Aug. 3","Junius Henderson",1905-08-03,,,,,"United States of America",US,Colorado,,,"Twin Creek","Twin Creek, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-12-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/12?oldid=3575107",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Physa,Physa,"Aug. 3","Junius Henderson",1905-08-03,,,,,"United States of America",US,Colorado,,,"Twin Creek","Twin Creek, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-14-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/14?oldid=3614106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,kingfisher,kingfisher,"Aug. 3","Junius Henderson",1905-08-03,,,,,"United States of America",US,Colorado,,,"South Platte River","South Platte River",,,,,,,,,,,,,,,,,,
JHFN1-14-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/14?oldid=3614106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,bat,bat,"Aug. 3","Junius Henderson",1905-08-03,,,,,"United States of America",US,Colorado,,,"South Platte River","South Platte River",,,,,,,,,,,,,,,,,,
JHFN1-15-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/15?oldid=3575004",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"redwing blackbird","Agelaius phoeniceus","Aug. 4","Junius Henderson",1905-08-04,,,,,"United States of America",US,Colorado,,,"South Platte River","South Platte River",,,,,,,,,,,,,,,,,,
JHFN1-15-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/15?oldid=3575004",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Brewers blackbird","Euphagus cyanocephalus","Aug. 4","Junius Henderson",1905-08-04,,,,,"United States of America",US,Colorado,,,"South Platte River","South Platte River",,,,,,,,,,,,,,,,,,
JHFN1-15-C,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/15?oldid=3575004",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,chickadee,chickadee,"Aug. 4","Junius Henderson",1905-08-04,,,,,"United States of America",US,Colorado,,,"South Platte River","South Platte River",,,,,,,,,,,,,,,,,,
JHFN1-16-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/16?oldid=3575113",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,insect,insect,"Aug. 4","Junius Henderson",1905-08-04,,,,,"United States of America",US,Colorado,,,"South Platte River","South Platte River",,,,,,,,,,,,,,,,,,
JHFN1-17-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/17?oldid=3614107",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"sparrow hawk","sparrow hawk","Aug 5","Junius Henderson",1905-08-05,,,,,"United States of America",US,Colorado,,,"South Platte River","South Platte River",,,,,,,,,,,,,,,,,,
